path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.gfx.toml,stronghold_of_security.gfx.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.items.toml,stronghold_of_security.items.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.jingles.toml,stronghold_of_security.jingles.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.npc-spawns.toml,stronghold_of_security.npc-spawns.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.npcs.toml,stronghold_of_security.npcs.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.objs.toml,stronghold_of_security.objs.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.recipes.toml,stronghold_of_security.recipes.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.sounds.toml,stronghold_of_security.sounds.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.teles.toml,stronghold_of_security.teles.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security/stronghold_of_security.vars.toml,stronghold_of_security.vars.toml,fight-caves-RL/data/area/misthalin/barbarian_village/stronghold_of_security,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/border_guard.anims.toml,border_guard.anims.toml,fight-caves-RL/data/area/misthalin,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/border_guard.areas.toml,border_guard.areas.toml,fight-caves-RL/data/area/misthalin,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/border_guard.objs.toml,border_guard.objs.toml,fight-caves-RL/data/area/misthalin,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/clan_cup_plaque.ifaces.toml,clan_cup_plaque.ifaces.toml,fight-caves-RL/data/area/misthalin,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan,dorgesh_kaan,fight-caves-RL/data/area/misthalin,directory,Directory,simulation,Contains files for fight-caves-RL/data/area/misthalin / dorgesh_kaan.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.areas.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.drops.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility,agility,fight-caves-RL/data/area/misthalin/dorgesh_kaan,directory,Directory,simulation,Contains files for fight-caves-RL/data/area/misthalin/dorgesh_kaan / agility.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.areas.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.npc-spawns.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.areas.toml,dorgesh_kaan_agility_course.areas.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.npc-spawns.toml,dorgesh_kaan_agility_course.npc-spawns.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility/dorgesh_kaan_agility_course.npcs.toml,dorgesh_kaan_agility_course.npcs.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan/agility,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.areas.toml,dorgesh_kaan.areas.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.drops.toml,dorgesh_kaan.drops.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.items.toml,dorgesh_kaan.items.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.npc-spawns.toml,dorgesh_kaan.npc-spawns.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.npcs.toml,dorgesh_kaan.npcs.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.objs.toml,dorgesh_kaan.objs.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/dorgesh_kaan.shops.toml,dorgesh_kaan.shops.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/station,station,fight-caves-RL/data/area/misthalin/dorgesh_kaan,directory,Directory,simulation,Contains files for fight-caves-RL/data/area/misthalin/dorgesh_kaan / station.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/area/misthalin/dorgesh_kaan/station/dorgesh_kaan_station.npc-spawns.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/station/dorgesh_kaan_station.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/station/dorgesh_kaan_station.npc-spawns.toml,dorgesh_kaan_station.npc-spawns.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan/station,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/station/dorgesh_kaan_station.npcs.toml,dorgesh_kaan_station.npcs.toml,fight-caves-RL/data/area/misthalin/dorgesh_kaan/station,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/area/misthalin/dorgesh_kaan/station_construction_site,station_construction_site,fight-caves-RL/data/area/misthalin/dorgesh_kaan,directory,Directory,simulation,Contains files for fight-caves-RL/data/area/misthalin/dorgesh_kaan / station_construction_site.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/area/misthalin/dorgesh_kaan/station_construction_site/dorgesh_kaan_station_construction_site.npc-spawns.toml; fight-caves-RL/data/area/misthalin/dorgesh_kaan/station_construction_site/dorgesh_kaan_station_construction_site.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
